2458871.191846	0.000061	0.932400	0.000000
2458871.191906	0.000061	0.932388	0.000000
2458871.191967	0.000061	0.932375	0.000000
2458871.192029	0.000061	0.932363	0.000000
2458871.192089	0.000061	0.932349	0.000000
2458871.192151	0.000061	0.932334	0.000000
2458871.192211	0.000061	0.932321	0.000000
2458871.192273	0.000061	0.932309	0.000000
2458871.192334	0.000061	0.932298	0.000000
2458871.192395	0.000061	0.932286	0.000000
2458871.192456	0.000061	0.932276	0.000000
2458871.192516	0.000061	0.932266	0.000000
2458871.192578	0.000061	0.932256	0.000000
2458871.192639	0.000061	0.932249	0.000000
2458871.192699	0.000061	0.932238	0.000000
2458871.192760	0.000061	0.932228	0.000000
2458871.192821	0.000061	0.930245	0.000000
2458871.192882	0.000061	0.895048	0.000000
2458871.192943	0.000061	0.808947	0.000000
2458871.193004	0.000061	0.692092	0.000000
2458871.193065	0.000061	0.561781	0.000000
2458871.193126	0.000061	0.429022	0.000000
2458871.193187	0.000061	0.302334	0.000000
2458871.193248	0.000061	0.189754	0.000000
2458871.193309	0.000061	0.099053	0.000000
2458871.193370	0.000061	0.038430	0.000000
2458871.193431	0.000061	0.016012	0.000000
2458871.193492	0.000061	0.015214	0.000000
2458871.193553	0.000061	0.015209	0.000000
2458871.193614	0.000061	0.015205	0.000000
2458871.193675	0.000061	0.015200	0.000000
2458871.193736	0.000061	0.015196	0.000000
2458871.193797	0.000061	0.015192	0.000000
2458871.193857	0.000061	0.015188	0.000000
2458871.193918	0.000061	0.015185	0.000000
2458871.193979	0.000061	0.015182	0.000000
2458871.194040	0.000061	0.015179	0.000000
2458871.194101	0.000061	0.015177	0.000000
2458871.194162	0.000061	0.015176	0.000000
2458871.194223	0.000061	0.015175	0.000000
2458871.194284	0.000061	0.015174	0.000000
2458871.194345	0.000061	0.015173	0.000000
2458871.194406	0.000061	0.015173	0.000000
2458871.194467	0.000061	0.015173	0.000000
2458871.194528	0.000061	0.015174	0.000000
2458871.194589	0.000061	0.015175	0.000000
2458871.194650	0.000061	0.015176	0.000000
2458871.194711	0.000061	0.015177	0.000000
2458871.194772	0.000061	0.015180	0.000000
2458871.194833	0.000061	0.015182	0.000000
2458871.194894	0.000061	0.015185	0.000000
2458871.194955	0.000061	0.015189	0.000000
2458871.195016	0.000061	0.015192	0.000000
2458871.195076	0.000061	0.015196	0.000000
2458871.195137	0.000061	0.015201	0.000000
2458871.195198	0.000061	0.015205	0.000000
2458871.195259	0.000061	0.015210	0.000000
2458871.195320	0.000061	0.016029	0.000000
2458871.195381	0.000061	0.038845	0.000000
2458871.195442	0.000061	0.099605	0.000000
2458871.195503	0.000061	0.190284	0.000000
2458871.195564	0.000061	0.302955	0.000000
2458871.195625	0.000061	0.429353	0.000000
2458871.195686	0.000061	0.562245	0.000000
2458871.195747	0.000061	0.693273	0.000000
2458871.195808	0.000061	0.809763	0.000000
2458871.195869	0.000061	0.895577	0.000000
2458871.195930	0.000061	0.930381	0.000000
2458871.195991	0.000061	0.932284	0.000000
2458871.196052	0.000061	0.932296	0.000000
2458871.196113	0.000061	0.932309	0.000000
2458871.196174	0.000061	0.932319	0.000000
2458871.196234	0.000061	0.932331	0.000000
2458871.196295	0.000061	0.932343	0.000000
2458871.196356	0.000061	0.932355	0.000000
2458871.196417	0.000061	0.932369	0.000000
2458871.196478	0.000061	0.932382	0.000000
2458871.196539	0.000061	0.932396	0.000000
2458871.196600	0.000061	0.932412	0.000000
2458871.196661	0.000061	0.932428	0.000000
2458871.196722	0.000061	0.932445	0.000000
2458871.196783	0.000061	0.932459	0.000000
